HMDB	KEGG	LipidMaps	compoundName_HMDB	compoundName_LipidMaps
		LMFA07010664		Isopropyl 2,4-dimethyl-2E,4E-heptadienoate
		LMFA07010358		SFE 16:2(6E,11Z)/2:0
		LMFA07010250		5Z,7E-Dodecadienyl acetate
		LMFA07010342		Pentadecyl acetate
		LMFA07010240		8E,10Z-Dodecadienyl acetate
		LMFA07010251		7Z,9E,11-Dodecatrienyl acetate
		LMFA07010238		SFE 12:3(7E,9Z,11)/2:0
		LMFA07010245		SFE 12:1(8Z)/2:0
		LMFA07010260		SFE 12:1(11)/2:0
		LMFA07010370		SFE 16:3(11Z,13E,15)/2:0
		LMFA07010271		4E,7Z,10Z-Tridecatrienyl acetate
		LMFA07010355		10E,12Z-Hexadecadienyl acetate
		LMFA12000021		3-Hydroxyheptan-2-one 
		LMFA01050169		10-hydroxy-11-dodecenoic acid
		LMFA07010407		13E,15E,18Z,20Z-pentacosatetraen-11-ynyl acetate
		LMFA01050174		11-hydroxy-tetradecanoic acid
		LMFA07010289		6E-Tetradecenyl acetate
		LMFA07010313		6Z-Tetradecenyl acetate
		LMFA03000031		
		LMFA03000030		
		LMFA07010215		5Z-Undecenyl acetate
		LMFA12000162		1-Dodecen-3-one
		LMFA07010247		9Z-Dodecen-7-ynyl acetate
		LMFA10000011		Maracin A
		LMFA08020348		
		LMFA07050402		8E,10-Dodecadienoyl-CoA
		LMFA10000012		Maracen A
		LMFA07010257		8Z,10Z-Dodecadienyl acetate
		LMFA07010211		SFE 10:2(3Z,5E)/2:0
		LMFA07010311		SFE 14:1(3Z)/2:0
		LMFA07010188		SFE 8:1(2E)/2:0
		LMFA07010340		SFE 15:2(8Z,10E)/2:0
		LMFA07010365		3Z-Hexadecenyl acetate
		LMFA07010402		SFE 20:3(11Z,14Z,17Z)/2:0
		LMFA07010255		SFE 12:2(5Z,7Z)/2:0
		LMFA07010403		SFE 20:0/2:0
		LMFA07010244		SFE 12:1(7Z)/2:0
		LMFA07010284		SFE 14:2(11E,13)/2:0
		LMFA07010309		11Z-Tetradecenyl acetate
		LMFA03000029		
		LMFA07010384		3E,13E-Octadecadienyl acetate
		LMFA07010389		9Z-Octadecenyl acetate
		LMFA07010352		SFE 14:3(10E,12E,14Z)/2:0
		LMFA08020260		N-arachidonoyl alanine
		LMFA01030103		trans, cis-stillingic acid
		LMFA07010190		SFE 8:1(6E)(8-oxo,3Me,7Me)/2:0
		LMFA07010270		SFE 13:2(5E,9Z)/2:0
		LMFA07010222		SFE 12:1(10E)/2:0
		LMFA07010348		10E,12E-Hexadecadienyl acetate
		LMFA07010377		11-Hexadecynyl acetate
		LMFA07010356		SFE 16:2(11E,13E)/2:0
		LMFA07010334		SFE 15:2(8E,10E)/2:0
		LMFA07010268		9E-Tridecenyl acetate
		LMFA12000076		2S-Hydroxyhexan-3-one
		LMFA07010295		SFE 14:2(3E,5E)/2:0
		LMFA07010254		3,7,11-Trimethyl-2,6,10-dodecatrienyl acetate
		LMFA07010325		9Z,12Z-Tetradecadienyl acetate
		LMFA07010269		4E,7Z-Tridecadienyl acetate
		LMFA07010206		3Z-Decenyl acetate
		LMFA07010261		7,7-Difluoro-8Z-dodecenyl acetate
		LMFA07010258		11,11,11,12,12-Pentafluoro-9Z-dodecenyl acetate
		LMFA07010329		14-Fluoro-11E-tetradecenyl acetate
		LMFA07010330		14-Fluoro-11Z-tetradecenyl acetate
		LMFA07010235		Codlemone acetate
		LMFA07010332		12E-Pentadecenyl acetate
		LMFA07011194		(13E,15E,18Z,20Z)-1-Hydroxypentacosa-13,15,18,20-tetraen-11-yn-4-one 1-acetate
		LMFA01050185		4-hydroxy-pentadecanoic acid
		LMFA07010478		Methyl 2E,4E-decadienoate
		LMFA07010279		SFE 13:2(7Z,11Z)/2:0
		LMFA07010360		4E,6Z,10Z-Hexadecatrienyl acetate
		LMFA07010218		9Z-Undecenyl acetate
		LMFA07010317		10Z,12E-Tetradecadienyl acetate
		LMFA07010326		12-Methyltetradecyl acetate
		LMFA07010209		SFE 10:2(7Z,9)/2:0
		LMFA07010333		SFE 15:1(9E)/2:0
		LMFA07010320		SFE 14:3(9Z,11E,13)/2:0
		LMFA07010305		SFE 14:2(9E,11Z)/2:0
		LMFA07010388		SFE 18:1(13Z)/2:0
		LMFA07010428		hexadecyl butyrate
		LMFA07010580		(E)-2-Methyl-2-butenyl butyrate
		LMFA07010198		SFE 9:1(6E)/2:0
		LMFA07010614		WE 8:2(2E,6E)(3Me,7Me)/3:0
		LMFA07010314		SFE 14:1(7Z)/2:0
		LMFA07010430		eicosyl butyrate
		LMFA07010526		Methyl (E)-2,6,10-trimethyl-5,9-undecadienoate
		LMFA07010537		SFE 12:1(7Z)/4:0
		LMFA07010488		SFE 1:0/14:0(2Me,6Me)
		LMFA07010485		Methyl 2,6,10-trimethyl-dodecanoate
		LMFA07011184		
		LMFA07011185		
		LMFA07011186		
		LMFA07010285		11E-Tetradecenyl acetate
		LMFA07010383		2E-Octadecenyl acetate
		LMFA07010669		Isopropyl 9Z-dodecenoate 
		LMFA07010491		ethyl 7E-tetradecenoate
		LMFA07010288		SFE 14:1(5E)/2:0
		LMFA07010249		SFE 12:2(3Z,5E)/2:0
		LMFA07010395		3Z,6Z,9Z-Octadecatrienyl acetate
		LMFA07010306		SFE 14:3(3E,8Z,11Z)/2:0
		LMFA07010187		SFE 8:2(2E,7)/2:0
		LMFA07010304		SFE 14:2(8E,10Z)/2:0
		LMFA13010003		1-O-alpha-D-glucopyranosyl-(2-tetradecanoyloxy)-eicosan-1-ol
		LMFA07010494		SFE 2:0/14:1(9Z)
		LMFA07010208		SFE 10:1(5Z)/2:0
		LMFA07010341		SFE 15:2(8Z,10Z)/2:0
		LMFA07010672		Isopropyl 9Z-tetradecenoate 
		LMFA01070038		methyl 9,10-Epoxy-11,13-docosadiynoate
		LMFA13030019		2-O-alpha-L-rhamnopyranosyl-alpha-L-rhamnopyranosyl-beta-hydroxytetradecanoyl-beta-hydroxytetradecanoate
		LMFA01070048		ethyl 5R,6R-epoxy-9E-eicosen-7-ynoate
		LMFA01070051		methyl 8R,9R-epoxy-13Z,15Z-eicosadien-4,6-diynoate
		LMFA07050065		2R-Pristanoyl-CoA
		LMFA07050112		(2Z)-4-carboxy-2-sulfanylbut-2-enoyl-CoA
		LMFA01070045		ethyl 5S,6R-epoxy-7-eicosynoate
		LMFA01031175		Methyl nonadeca-15,17-dienoate
		LMFA03090014		Methyl-(10R)-hydroxy-(11S,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate
		LMFA07011178		Tyrosyl Oleate
		LMFA07011179		Hydroxytyrosyl Oleate
		LMFA03090013		Methyl-(10R)-hydroxy-(11S,12S)-epoxy-(5Z,8Z,14Z,17Z)-eicosatetraenoate
		LMFA01050149		methyl 9,12-dihydroxy-13-oxo-10-octadecenoate
		LMFA01040040		methyl 9-hydroperoxy-10,12-epidioxy-13,15-octadecadienoate
		LMFA11000051		5-Ethyl-3-methyl-2E,4E,6E-nonatriene
		LMFA01040053		methyl 11-(3,5-epidioxy-2-ethyl-cyclopentyl)-9-hydroperoxy-10-undecenoate
		LMFA03050014		methyl 6,8-epidioxy-5,15-dihydroperoxy-9,11,13-eicosatrienoate
		LMFA01040039		methyl 15-hydroperoxy-9Z,12Z,16E-octadecatrienoate
		LMFA08020351		Behenylserotonin
		LMFA07050346		malonyl-CoA methyl ester
		LMFA07050263		4-carboxy-2-thioxobutanoyl-CoA
		LMFA07050278		8Z,11Z,14Z,17Z-tricosatetraenoyl-CoA
		LMFA01040058		methyl 9,12,13,15-bisepidioxy-16-hydroperoxy-10-octadecenoate
		LMFA07020002		2-(9R-(15Z-docosenoyloxy)-3-methyl-2Z-decenoyloxy)-ethanesulfonic acid
		LMFA07020004		2-(9R-(tricosanoyloxy)-3-methyl-2Z-decenoyloxy)-ethanesulfonic acid
		LMFA01090163		2-chloro-stearic acid
		LMFA12000127		4,6-Dimethyloctan-3-one
		LMFA02000386		Plasmodiophorol A
		LMFA02000388		Plasmodiophorol C
		LMFA01030451		3,5-hexadienoic acid
		LMFA03070017		methyl 11-hydroperoxy-5,8,12,14,17-eicosapentaenoate
		LMFA12000150		7E-Decen-2-one
		LMFA01040057		methyl 10,12,13,16-bisepidioxy-9-hydroperoxy-14-octadecenoate
		LMFA03120060		3-O-(alpha-L-arabinopyranosyl-(1->6)-beta-D-glucopyranosyl) butyl 3S-hydroxybutanoate
		LMFA01040049		methyl 10,16-dihydroperoxy-8E,12Z,14E-octadecatrienoate
		LMFA08020177		FR901464
		LMFA08020178		FR901465
		LMFA08020204		TMC-1A
		LMFA08020205		TMC-1C
		LMFA08020350		Lignocerylserotonin
		LMFA08020352		Tricosanylserotonin
		LMFA08020353		Pentacosanylserotonin
		LMFA08020354		Cerotylserotonin
		LMFA08020355		TMC-1B
		LMFA11000117		9Z-Tricosene
		LMFA07050405		
		LMFA07050408		3S-hydroxy-gamma-linoleoyl-CoA
		LMFA07050403		3S-hydroxydecanoyl-CoA
		LMFA07050404		
		LMFA07050407		
		LMFA07050409		3-oxo-gamma-linoleoyl-CoA
		LMFA07050411		3S-Hydroxy-arachidonoyl-CoA
		LMFA07050418		2E,7Z-hexadecadienoyl-CoA
		LMFA07050419		3S-hydroxy-7Z-hexadecenoyl-CoA
		LMFA07050415		3S-hydroxyoleoyl-CoA
		LMFA07050412		3-oxo-arachidonoyl-CoA
		LMFA07050414		
		LMFA07050416		3-Oxooleoyl-CoA
		LMFA07050417		7Z-hexadecenoyl-CoA
		LMFA07050420		3-oxo-7Z-hexadecenoyl-CoA
		LMFA07050422		3S-hydroxy-5Z-tetradecenoyl-CoA
		LMFA07050423		3S-oxo-5Z-tetradecenoyl-CoA
		LMFA07050424		
		LMFA10000008		Etheroleic acid
		LMFA07050430		3Z-hexenoyl-CoA
		LMFA07050429		2E,7Z,10Z-hexadecatrienoyl-CoA
		LMFA07050431		3-oxo-5Z-octenoyl-CoA
		LMFA07050435		3-oxo-7Z-decenoyl-CoA
		LMFA07050434		5Z-octenoyl-CoA
		LMFA07050425		3S-hydroxy-9Z,12Z,15Z-octadecatrienoyl-CoA
		LMFA07050426		3-oxo-9Z,12Z,15Z-octadecatrienoyl-CoA
		LMFA07050427		7Z,10Z,13Z-hexadecatrienoyl-CoA
		LMFA07050432		3S-hydroxy-5Z-octenoyl-CoA
		LMFA07010457		WE 8:0/10:0
		LMFA07050433		2E,5Z-octadienoyl-CoA
		LMFA07050436		3S-hydroxy-7Z-decenoyl-CoA
		LMFA07050438		4Z,7Z,10Z-hexadecatrienoyl-CoA
		LMFA07050440		3-oxo-7Z,10Z-hexadecadienoyl-CoA
		LMFA07050446		3S-hydroxy-5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl-CoA
		LMFA07050443		2E,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl-CoA
		LMFA07050444		3S-hydroxy-7Z,10Z,13Z,16Z,19Z-docosapentaenoyl-CoA
		LMFA07050442		3E,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl-CoA
		LMFA07050441		2E,4Z,7Z,10Z,13Z,16Z,19Z-docosaheptaenoyl-CoA
		LMFA07050445		2E,5Z,8Z,11Z,14Z,17Z-eicosahexaenoyl-CoA
		LMFA12000316		(3R,4S)-(6S,7R)-Diepoxy-9Z-heneicosene
		LMFA07050447		3-oxo-5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl-CoA
		LMFA07050448		3Z,6Z,9Z,12Z,15Z-octadecapentaenoyl-CoA
		LMFA07050458		2E,5Z,8Z,11Z-tetradecatetraenoyl-CoA
		LMFA07050459		3S-hydroxy-5Z,8Z,11Z-tetradecatetraenoyl-CoA
		LMFA07050455		3S-hydroxy-7Z,10Z,13Z-hexadecatetraenoyl-CoA
		LMFA07050454		3E,7Z,10Z,13Z-hexadecatetraenoyl-CoA
		LMFA07050451		3-oxo-6Z,9Z,12Z,15Z-octadecatetraenoyl-CoA
		LMFA07050453		2E,4Z,7Z,10Z,13Z-hexadecapentaenoyl-CoA
		LMFA07050456		3-oxo-7Z,10Z,13Z-hexadecatetraenoyl-CoA
		LMFA07050457		5Z,8Z,11Z-tetradecatrienoyl-CoA
		LMFA07050460		3-oxo-5Z,8Z,11Z-tetradecatetraenoyl-CoA
		LMFA07050468		2E,5Z,8Z-tetradecatrienoyl-CoA
		LMFA07050469		3S-hydroxy-5Z,8Z-tetradecadienoyl-CoA
		LMFA07050474		3S-Hydroxy-9Z-hexadecenoyl-CoA
		LMFA07050463		3S-hydroxy-6Z,9Z-dodecatrienoyl-CoA
		LMFA07050464		3-oxo-6Z,9Z-dodecatrienoyl-CoA
		LMFA07050466		2E,4Z,7Z-decatrienoyl-CoA
		LMFA07050470		3-oxo-5Z,8Z-tetradecadienoyl-CoA
		LMFA07050471		3S-Hydroxy-6Z-dodecenoyl-CoA
		LMFA07050472		3-oxo-6Z-dodecenoyl-CoA
		LMFA07050473		2E,9Z-hexadecadienoyl-CoA
		LMFA07050475		3-oxo-9Z-hexadecenoyl-CoA
		LMFA07050476		7Z-tetradecenoyl-CoA
		LMFA02000389		Trewioidesine A
		LMFA08020356		alpha-N-(3-hydroxy-13-methyl-tetradecanoyl)-ornithine
		LMFA08020357		alpha-N-(3-hydroxy-14-methyl-pentadecanoyl)-ornithine
		LMFA07050481		3S-hydroxy-5Z-dodecenoyl-CoA
		LMFA07050486		OPC8-CoA
		LMFA07050485		3E,7Z,10Z-hexadecatrienoyl-CoA
		LMFA07050478		3S-hydroxy-7Z-tetradecadienoyl-CoA
		LMFA07050479		3-oxo-7Z-tetradecadienoyl-CoA
		LMFA07050480		5Z-dodecenoyl-CoA
		LMFA07050482		3-oxo-5Z-dodecenoyl-CoA
		LMFA07050484		2E,4Z,7Z,10Z-hexadecatetraenoyl-CoA
		LMFA11000076		13Z-Heptacosene
		LMFA11000409		3-Methyltritriacontane
		LMFA12000317		(3S,4R)-(6R,7S)-Diepoxy-9Z-heneicosene
		LMFA01031261		Liagoric acid
		LMFA11000607		4-ethyl-heptane
		LMFA01031215		Osirisyne I
		LMFA01031262		
		LMFA07011196		4,8,12-trimethyl-16-oxoheptadeca-4,8,12-trien-1-yl oleate
		LMFA07011197		4,8,12-trimethyl-16-oxoheptadeca-4,8,12-trien-1-yl stearate
		LMFA07011183		
		LMFA01060238		Lycocasuarinen acid D
		LMFA01050597		Lycocasuarinen acid E
		LMFA01050596		Lycocasuarinen acid C
		LMFA01060237		Lycocasuarinen acid A
		LMFA02020213		
		LMFA07011188		
		LMFA05000744		
		LMFA05000743		
		LMFA02020219		
		LMFA02020215		
		LMFA02020218		Methyl 12-hydroxyjasmonate
		LMFA07011182		
		LMFA04000100		Aplidic acid A
		LMFA02020217		
		LMFA02020214		
		LMFA05000745		
		LMFA08020358		Aplidic acid B
		LMFA08020360		Aplidic acid C
		LMFA08020359		4Z-Aplidic acid B
		LMFA08020361		4Z-Aplidic acid C
		LMFA11000458		5-Methylhentriacontane
		LMFA08020349		
		LMFA11000088		6Z-Pentadecene
		LMFA08020025		N-methyl N-(2-hydroxy-ethyl) arachidonoyl amine
		LMFA08020052		Arachidonoylmorpholine
		LMFA08040016		alpha-methyl anandamide
		LMFA11000463		5-Methylpentadecane
		LMFA11000100		7Z-Tetradecene
		LMFA01020192		Anteisohexadecanoic acid
		LMFA01020005		Anteisotridecanoic acid
		LMFA13040118		icas#20
		LMFA13040116		icas#22
		LMFA02020216		
		LMFA13040127		icas#7
		LMFA13040124		icas#12
		LMFA13040120		icas#17
		LMFA13040117		icas#19
		LMFA01050598		
		LMFA01030735		Dehydrocrepenynic acid
		LMFA05000511		R-nostrenol
		LMFA13040153		ascr#6.2
		LMFA13040154		ascr#8
		LMFA08040072		13-HDHEA
		LMFA08040073		16-HDHEA
		LMFA04000101		
		LMFA08020362		
		LMFA08020363		
		LMFA08020364		9,10-dehydropellitorine
		LMFA08020367		
		LMFA08020372		
		LMFA08020369		
		LMFA08020365		Pellitorine
		LMFA08020368		
		LMFA08020370		
		LMFA08020366		8,9-Z-dehydropellitorine
		LMFA01030547		Macrocarpic acid
		LMFA08010017		Adipamide
		LMFA08020373		Oxidized macamide
		LMFA08020374		Oxidized macamide
		LMFA08020375		Oxidized macamide
		LMFA07011190		(2Z,8Z)-10-Tigloyloxy matricaria ester
		LMFA07011191		(2Z,8Z)-10-Angeloyloxy matricaria ester
		LMFA07011192		(2Z, 8Z)-10-Methacryloyloxy matricaria ester
		LMFA07011193		(2Z, 8Z)-10-Isobutyryloxy matricaria ester
		LMFA07040151		(4Z, 8Z)-10-Tigloyloxy matricaria lactone
		LMFA07040152		(4Z, 8Z)-10-Angeloyloxy matricaria lactone
		LMFA07040153		Mueggelone
		LMFA07040154		Sacrolide A
		LMFA06000284		
		LMFA07040156		15,16-dihydrosacrolide A
		LMFA07040155		9-epiSacrolide A
		LMFA06000036		2,4,6-octatrienal
		LMFA07040187		Mycenolide A
		LMFA01060241		2-Dehydro-3-deoxylaetiporic acid A
		LMFA01060239		7-cis-Laetiporic acid A
		LMFA13030022		Dokdolipid C
		LMFA01060240		7-trans-Laetiporic acid A
		LMFA08020376		N-(15-methyl-3-hydroxy-hexadecanoyl)-glycyl-seryl-ornithine
		LMFA08020377		N-(15-methyl-3-hydroxy-hexadecanoyl)-glycine
		LMFA08020378		N-(15-methyl-2,3,4-trihydroxy-hexadecanoyl)-glycine
		LMFA08020379		
		LMFA08020380		
		LMFA08020381		
		LMFA08020382		Alkamide 2
		LMFA12000142		6-Methylnonan-3-one
		LMFA08020383		
		LMFA08020384		
		LMFA08020385		
		LMFA08020386		
		LMFA08020387		
		LMFA11000558		9-Methylpentacosane
		LMFA11000562		9-Nonadecene
		LMFA11000064		4E,6Z,9Z-Nonadecatriene
		LMFA07040157		Hippobutenolide A
		LMFA07040158		Hippobutenolide B
		LMFA07040159		Erectusfuranone A
		LMFA07040160		Erectusfuranone B
		LMFA05000747		Isocicutoxin
		LMFA05000748		Virol A
		LMFA05000749		Virol C
		LMFA05000750		Virol B
		LMFA11000042		2,6-Dimethyl-2,4E,6E-octatriene
		LMFA06000173		8E,10E-Tetradecadienal
		LMFA11000666		1-methyl-2-propyl-cyclopentane
		LMFA05000121		2,4-Dimethyl-5-hepten-1-ol
		LMFA11000582		Pentacosane
		LMFA06000063		2-decene-4,6,8-triyn-1-al
		LMFA06000069		2,4,6-undecatrienal
		LMFA12000180		8Z-Pentadecen-2-one
		LMFA12000345		Alpha-T
		LMFA12000112		5-Methylheptan-3-one
		LMFA11000089		6Z-Tetradecene
		LMFA11000559		9-Methyltricosane
		LMFA11000701		3-Ethylheptane
		LMFA05000777		Arachidonyl alcohol
		LMFA07060003		C14-ACP
		LMFA12000224		18Z-Heptacosen-10-one
		LMFA12000260		5-Ethyltridecane-2,4-dione
		LMFA07050140		(9Z,12Z,15Z,18Z,21Z)-3-oxotetracosapentaenoyl-CoA
		LMFA02000175		4,14-dihydroxy-octadecanoic acid
		LMFA11000070		11Z-Hentriacontene
		LMFA11000111		9Z-Nonacosene
		LMFA11000169		3Z,6Z,9Z-Tricosatriene
		LMFA11000389		3,9-Dimethylhentriacontane
		LMFA11000482		7,11-Dimethylhentriacontane
		LMFA11000494		7,21-Dimethylheptatriacontane
		LMFA07010427		pentadecyl butyrate
		LMFA01030462		8-decynoic acid
		LMFA01020050		6,14-dimethyl-octadecanoic acid
		LMFA01080010		(R)-2-methoxyhexadecanoic acid
		LMFA01020090		2-methyl-decanoic acid
		LMFA07010322		SFE 14:2(9Z,12E)/2:0
		LMFA01030373		11Z,15Z-eicosadienoic acid
		LMFA01030413		14Z-tricosenoic acid
		LMFA03010052		16,16-dimethyl-PGD2
		LMFA03120035		7Z-punaglandin 3
		LMFA01020167		3-ethyl-3-methyl-tridecanoic acid
		LMFA01030006		beta-penteic acid
		LMFA01030414		16Z-tricosenoic acid
		LMFA01070012		methyl 9,10-epoxy-12,15-octadecadienoate
		LMFA01040038		methyl-10-hydroperoxy-8E,12Z,15Z-octadecatrienoate
		LMFA02000112		13S-HpOTrE(gamma)
		LMFA01050081		Ipurolic acid
		LMFA03060047		5,15-diHPETE
		LMFA05000038		3S,7S-dimethyl-2S-tetradecanol
		LMFA06000025		4,6-heptadienal
		LMFA06000046		2,6-nonadienal
		LMFA05000055		7Z-hexadecen-1-ol
		LMFA01030418		16Z-pentacosenoic acid
		LMFA01020202		9-methyl-hexadecanoic acid
		LMFA01050214		3-hydroxy-tetracosanoic acid
		LMFA01060139		10-oxo-docosanoic acid
		LMFA01060142		3-oxo-docosanoic acid
		LMFA01090017		6-bromo-5E,9Z-hexacosadienoic acid
		LMFA01050275		8R-hydroxy-nonanoic acid
		LMFA01030721		9-hydroxy-7E-Nonene-3,5-diynoic acid
		LMFA01030285		2Z-heptadecenoic acid
		LMFA01030454		8-octadecynoic acid
		LMFA01030206		3,5-decadienoic acid
		LMFA01030578		7-octynoic acid
		LMFA02000183		2-HOTrE
		LMFA01030491		3,9-hexadecadiynoic acid
		LMFA01170003		2E,4E,6Z,8Z-Decatetraenedioic acid
		LMFA02000007		9R,10S-dihydroxy-stearic acid
		LMFA01170005		2E,4E,6E,8E-Decatetraenedioic acid
		LMFA01170059		9-hydroxy-16-oxo-hexadecanoic acid
		LMFA02010014		(1R,2R)-3-oxo-2-pentyl-cyclopentanehexanoic acid
		LMFA01170033		2Z-Dodecenedioic acid
		LMFA02000004		18-hydroxy-9S,10R-epoxy-stearic acid
		LMFA03010166		19R-hydroxy-PGA2
		LMFA03020032		14,15-LTD4
		LMFA01140016		Sterculynic acid
		LMFA01050428		9,10-dihydroxy-2-decenoic acid
		LMFA12000318		(3S,4R)-(6S,7R)-Diepoxy-9Z-heneicosene
		LMFA06000224		7Z,11Z-Hexadecadienal
		LMFA06000216		7Z-Hexadecenal
		LMFA07010264		3E-Tridecenyl acetate
		LMFA01020148		5-methyl-heptanoic acid
		LMFA12000321		9S,10R-Epoxy-3Z,6Z-heneicosadiene
		LMFA03110041		ent-12-F2c-IsoP
		LMFA03110047		ent-12-epi-12-F2t-IsoP
		LMFA01020300		Phthioceranic acid (C37)
		LMFA01020330		Hydroxyphthioceranic acid (C46)
		LMFA03010211		Tetranor-PGE1 
		LMFA01030817		5(E)-Arachidonic acid
		LMFA07010354		SFE 16:3(2E,6E,11Z)/2:0
		LMFA07010369		SFE 16:2(10Z,12E)/2:0
		LMFA04000054		14S,21S-diHDHA
		LMFA04000060		21-HDHA
		LMFA07010036		Palmityl laurate
		LMFA05000520		6Z-Tridecen-2R-ol
		LMFA11000180		3Z,6Z,9Z,12Z,15Z-Tricosapentaene
		LMFA11000207		11,21-Dimethyltritriacontane
		LMFA07080004		lauroyl adenylate
		LMFA11000211		11-Methylheneicosane
		LMFA01050554		ELV-N34
		LMFA02020204		(-)-9,10-dihydrojasmonic acid
		LMFA11000267		13-Methylpentatriacontane
		LMFA01050600		
		LMFA11000303		17,21-Dimethylnonatriacontane
		LMFA11000316		1-Hentriacontene
		LMFA05000523		Tridecan-2-ol
		LMFA11000326		1-Pentacosene
		LMFA07080002		Stearoyl adenylate
		LMFA07080000		Acyl adenylate
		LMFA01120006		12-NO2-CLA
		LMFA11000350		2-Methyloctadecane
		LMFA11000374		3,7,11-Trimethylnonacosane
		LMFA11000387		3,7-Dimethyltritriacontane
		LMFA12000291		9S,10R-Epoxy-6Z-nonadecene
		LMFA07010156		Myristoleyl behenate
		LMFA02000062		5S,8R-DiHOME
		LMFA07010596		2,6-Dimethyl-5-heptenyl octanoate
		LMFA01090075		3-bromo-2E-acrylic acid
		LMFA07010267		8E-Tridecenyl acetate
		LMFA03120058		 7-Acetoxy-7,8-dihydrobromovulone II 
		LMFA07090160		FAHFA 16:1/32O(FA 32:1)
		LMFA11000621		2,3-dimethyloctane
		LMFA07090099		FAHFA 18:2/9O(FA 18:2)
		LMFA01030274		8Z,10Z-hexadecadienoic acid
		LMFA11000623		3-methyloctane
		LMFA05000220		15Z-Eicosen-1-ol
		LMFA07090110		Siegesbeckin F
		LMFA07090143		FAHFA 14:0/3O(FA 10:0)
		LMFA07090154		FAHFA 18:1/32O(FA 32:1)
		LMFA07090097		FAHFA 16:0/9O(FA 14:0)
		LMFA07090157		FAHFA 18:1/34O(FA 34:1)
		LMFA07090098		FAHFA 18:2(9Z,12Z)/15O(FA 18:2(9Z,12Z)[S])
		LMFA01090072		(Z)-2,3-dichloroacrylic acid
		LMFA07090161		FAHFA 16:1/32O(FA 32:1)
		LMFA07090155		FAHFA 18:1/32O(FA 32:1)
		LMFA07090079		FAHFA 15:0/9O(FA 18:0)
		LMFA07090070		FAHFA 16:0/14O(FA 18:0)
		LMFA07090158		FAHFA 18:1/30O(FA 30:1)
		LMFA04000105		Ectocarpin C
		LMFA04000106		Ectocarpin D
		LMFA05000536		E-subaeneol
		LMFA03120053		Egregiachloride B
		LMFA11000679		2,4-Dimethyltridecane
		LMFA11000687		3,3-Dimethyloctane
		LMFA01080013		9-methoxy-pentadecanoic acid
		LMFA01050426		Tetrapedic acid A
		LMFA08020157		Macamide
		LMFA01050435		(S)-4-hydroxy-2-oxohexanoic acid
		LMFA01090154		5-chloropentanoic acid
		LMFA05000692		phthiocerol
		LMFA08020167		beta-sanshool
		LMFA02000294		Dihydromalyngic acid
		LMFA01030372		8Z-eicosenoic acid
		LMFA01031094		Tetradecan-7,9-diynoic acid
		LMFA07050383		trans-2-hexacosenoyl-CoA
		LMFA01050534		Lanoceric acid
		LMFA04020153		(7R,10S,14R)-d12-8-NeuroF[8R,11R]
		LMFA01110002		Nudic Acid B
		LMFA07100001		
		LMFA07100002		
		LMFA07100003		
		LMFA07050439		3S-hydroxy-7Z,10Z-hexadecadienoyl-CoA
		LMFA04020259		(4S,8R,11R)-d5-7-NeuroF[7R,10S]
		LMFA03000035		8,9-11,12-diepoxy-13-hydroxyeicosadienoic acid
		LMFA12000270		7-Ethylheptadecane-4,6-dione
		LMFA02040001		delta10-13-PhytoF
		LMFA04020263		(4S,8R,11S)-d5-7-NeuroF[7R,10S]
		LMFA03130002		delta9-12-IsoF
		LMFA03140002		10,11-dihydro-12-oxo-Resolvin E1
		LMFA03140004		18S-Resolvin E2
		LMFA03140008		20-hydroxy-Resolvin E1
		LMFA01020406		15-methyl-11-Hexadecenoic acid
		LMFA01070025		3-Acetoxystearic acid
		LMFA01140047		5,6-methylene-tridecanoic acid
		LMFA01031053		2Z,4E,6Z-Decatrienoic acid
		LMFA04020267		(4S,8S,11R)-d5-7-NeuroF[7R,10S]
		LMFA04020332		(13S,16S,19R)-d14-17-NeuroF[17b,20b]
		LMFA04020362		(11S,14S,17R)-d15-10-NeuroF[10S,13R]
		LMFA04020372		(10R,13R,16R)-d11-14-NeuroF[14S,17S]
		LMFA04020374		(10R,13R,16S)-d11-14-NeuroF[14R,17S]
		LMFA04020385		(10S,13R,16R)-d11-14-NeuroF[14R,17R]
		LMFA04020400		(10S,13S,16S)-d11-14-NeuroF[14S,17S]
		LMFA04020411		(8R,11S,14R)-d12-7-NeuroF[7R,10S]
		LMFA04020440		(7R,10R,13S)-d8-11-NeuroF[11S,14S]
		LMFA03130023		(5R,9S,12S)-d6-8-IsoF[8R,11S]
		LMFA03130026		(5S,9R,12R)-d6-8-IsoF[8s,11R]
		LMFA03130076		(8R,11R,14R)-d9-12-IsoF[12S,15S]
		LMFA07010274		4Z-Tridecenyl acetate
		LMFA03130084		(8R,11S,14R)-d9-12-IsoF[12S,15S]
		LMFA03130132		(6S,9S,12R)-d10-5-IsoF[5R,8R]
		LMFA03130134		(6S,9S,12S)-d10-5-IsoF[5S,8R]
		LMFA03130137		(5R,8R,11R)-d6-9-IsoF[9R,12R]
